PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,CabinProcessed,Num,Deck,Side,Group,GroupNum,encTransported,encCryoSleep,encSide,encVIP,MoneySpent,logMoneySpent,spentMoney,residuals,binAge,isKid,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars
0877_01,Europa,True,C/30/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Hallus Covetive,True,C/30/P,30.0,C,P,877.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(31.0, 35.0]",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0878_01,Mars,False,D/31/S,PSO J318.5-22,37.0,True,381.0,0.0,3.0,447.0,0.0,Sceres Bancy,False,D/31/S,31.0,D,S,878.0,1.0,0.0,0.0,1.0,1.0,831.0,6.723832440821209,1,0.0,"(35.0, 41.0]",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0879_01,Earth,False,Null,TRAPPIST-1e,46.0,False,784.0,0.0,0.0,0.0,4.0,Therta Lanks,False,Null/nan/Null,,Null,Null,879.0,1.0,0.0,0.0,,0.0,788.0,6.670766320845874,1,0.0,"(41.0, 49.0]",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0881_01,Europa,False,D/32/S,TRAPPIST-1e,41.0,False,3103.0,3.0,0.0,31.0,26.0,Gollux Reedall,False,D/32/S,32.0,D,S,881.0,1.0,0.0,0.0,1.0,0.0,3163.0,8.059592328887545,1,0.0,"(35.0, 41.0]",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0883_01,Earth,False,G/127/P,TRAPPIST-1e,13.0,False,875.0,5.0,10.0,18.0,0.0,Elson Malliamsey,False,G/127/P,127.0,G,P,883.0,1.0,0.0,0.0,0.0,0.0,908.0,6.812345094177479,1,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0885_01,Earth,True,G/133/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Chelsa Pittson,False,G/133/S,133.0,G,S,885.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(27.0, 31.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0885_02,Earth,True,G/133/S,55 Cancri e,52.0,False,0.0,0.0,0.0,0.0,0.0,Velyne Pittson,True,G/133/S,133.0,G,S,885.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(49.0, 79.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0889_01,Europa,False,C/32/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Marfak Polksy,False,C/32/P,32.0,C,P,889.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"(41.0, 49.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0889_02,Europa,False,C/32/P,55 Cancri e,27.0,Null,1.0,12804.0,0.0,10.0,52.0,Izaron Polksy,True,C/32/P,32.0,C,P,889.0,2.0,1.0,0.0,0.0,,12867.0,9.462498888358915,1,-1.0,"(24.0, 27.0]",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0890_01,Mars,False,F/184/P,TRAPPIST-1e,16.0,False,172.0,,338.0,9.0,0.0,Null,False,F/184/P,184.0,F,P,890.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0893_01,Earth,True,G/129/P,55 Cancri e,32.0,False,0.0,0.0,0.0,0.0,0.0,Rica Barris,True,G/129/P,129.0,G,P,893.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(31.0, 35.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0898_01,Earth,True,G/134/S,TRAPPIST-1e,25.0,Null,0.0,0.0,0.0,0.0,0.0,Jilla Alldson,False,G/134/S,134.0,G,S,898.0,1.0,0.0,1.0,1.0,,0.0,0.0,0,1.0,"(24.0, 27.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0899_01,Earth,False,F/187/P,TRAPPIST-1e,26.0,False,0.0,0.0,716.0,0.0,1.0,Evane Warrishales,True,F/187/P,187.0,F,P,899.0,1.0,1.0,0.0,0.0,0.0,717.0,6.576469569048224,1,-1.0,"(24.0, 27.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0899_02,Earth,True,G/130/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Allene Warrishales,False,G/130/P,130.0,G,P,899.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,"(41.0, 49.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0901_01,Mars,False,F/167/S,TRAPPIST-1e,32.0,False,47.0,0.0,2552.0,0.0,0.0,Grake Porki,True,F/167/S,167.0,F,S,901.0,1.0,1.0,0.0,1.0,0.0,2599.0,7.863266724009573,1,-1.0,"(31.0, 35.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0902_01,Earth,False,F/188/P,TRAPPIST-1e,18.0,False,200.0,124.0,0.0,413.0,0.0,Duana Jacostaney,True,F/188/P,188.0,F,P,902.0,1.0,1.0,0.0,0.0,0.0,737.0,6.6039438246004725,1,-1.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0903_01,Earth,True,G/135/S,55 Cancri e,23.0,Null,0.0,0.0,0.0,,0.0,Nelley Rushorney,False,G/135/S,135.0,G,S,903.0,1.0,0.0,1.0,1.0,,,,0,1.0,"(21.0, 24.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0904_01,Europa,False,C/33/P,TRAPPIST-1e,44.0,False,0.0,2792.0,0.0,148.0,1043.0,Wein Alcemblery,False,C/33/P,33.0,C,P,904.0,1.0,0.0,0.0,0.0,0.0,3983.0,8.290041618704489,1,0.0,"(41.0, 49.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0905_01,Mars,False,D/38/P,PSO J318.5-22,29.0,False,4.0,0.0,421.0,435.0,19.0,Gicks Kin,False,D/38/P,38.0,D,P,905.0,1.0,0.0,0.0,0.0,0.0,879.0,6.779921907472252,1,0.0,"(27.0, 31.0]",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0906_01,Earth,False,F/168/S,55 Cancri e,19.0,False,0.0,388.0,469.0,,0.0,Gwenda Hinetthews,True,F/168/S,168.0,F,S,906.0,1.0,1.0,0.0,1.0,0.0,,,0,-1.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0907_01,Europa,False,B/34/P,55 Cancri e,41.0,False,0.0,5738.0,7.0,9038.0,28.0,Achah Cassiding,False,B/34/P,34.0,B,P,907.0,1.0,0.0,0.0,0.0,0.0,14811.0,9.603192942033504,1,0.0,"(35.0, 41.0]",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0907_02,Europa,False,B/34/P,TRAPPIST-1e,28.0,False,0.0,1736.0,,145.0,634.0,Marinon Cassiding,False,B/34/P,34.0,B,P,907.0,2.0,0.0,0.0,0.0,0.0,,,0,0.0,"(27.0, 31.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0910_01,Earth,True,G/137/S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Violey Burryerson,True,G/137/S,137.0,G,S,910.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(18.0, 21.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0911_01,Mars,False,F/189/P,TRAPPIST-1e,32.0,True,2492.0,0.0,,136.0,4.0,Angars Blate,False,F/189/P,189.0,F,P,911.0,1.0,0.0,0.0,0.0,1.0,,,0,0.0,"(31.0, 35.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0911_02,Null,False,F/189/P,TRAPPIST-1e,74.0,False,853.0,0.0,543.0,31.0,0.0,Froops Blate,True,F/189/P,189.0,F,P,911.0,2.0,1.0,0.0,0.0,0.0,1427.0,7.2640301428995295,1,-1.0,"(49.0, 79.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0912_01,Europa,False,B/37/S,TRAPPIST-1e,31.0,False,0.0,7461.0,0.0,369.0,450.0,Dyonon Imprank,True,B/37/S,37.0,B,S,912.0,1.0,1.0,0.0,1.0,0.0,8280.0,9.0217190130337,1,-1.0,"(27.0, 31.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0913_01,Europa,False,E/51/P,55 Cancri e,38.0,Null,0.0,172.0,0.0,5907.0,34.0,Shail Parymider,False,E/51/P,51.0,E,P,913.0,1.0,0.0,0.0,0.0,,6113.0,8.71833650245078,1,0.0,"(35.0, 41.0]",0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
0915_01,Earth,False,G/138/S,TRAPPIST-1e,20.0,False,157.0,0.0,0.0,544.0,3.0,Jerrye Leodger,False,G/138/S,138.0,G,S,915.0,1.0,0.0,0.0,1.0,0.0,704.0,6.558197802812269,1,0.0,"(18.0, 21.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0918_01,Earth,False,E/66/S,TRAPPIST-1e,24.0,False,47.0,0.0,10.0,139.0,1406.0,Caseye Fuenterson,False,E/66/S,66.0,E,S,918.0,1.0,0.0,0.0,1.0,0.0,1602.0,7.379632152609552,1,0.0,"(21.0, 24.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0919_01,Earth,False,F/190/P,PSO J318.5-22,26.0,False,18.0,84.0,93.0,886.0,289.0,Hery Kimons,False,F/190/P,190.0,F,P,919.0,1.0,0.0,0.0,0.0,0.0,1370.0,7.223295679562314,1,0.0,"(24.0, 27.0]",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0921_01,Earth,True,G/139/S,PSO J318.5-22,44.0,False,0.0,0.0,0.0,0.0,0.0,Gracy Vinston,False,G/139/S,139.0,G,S,921.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(41.0, 49.0]",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0922_01,Europa,True,B/35/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,,Shaiam Obedaming,True,B/35/P,35.0,B,P,922.0,1.0,1.0,1.0,0.0,0.0,,,0,0.0,"(31.0, 35.0]",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0922_02,Europa,False,B/35/P,55 Cancri e,31.0,False,0.0,1095.0,0.0,169.0,1226.0,Achyon Obedaming,False,B/35/P,35.0,B,P,922.0,2.0,0.0,0.0,0.0,0.0,2490.0,7.820439515262181,1,0.0,"(27.0, 31.0]",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0923_01,Europa,False,C/38/S,55 Cancri e,,False,0.0,7767.0,0.0,15.0,2453.0,Hadaron Stiviorad,True,C/38/S,38.0,C,S,923.0,1.0,1.0,0.0,1.0,0.0,10235.0,9.23366619727968,1,-1.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0923_02,Europa,True,B/38/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Alpha Stiviorad,True,B/38/S,38.0,B,S,923.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(21.0, 24.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0924_01,Earth,False,E/67/S,TRAPPIST-1e,33.0,False,13.0,0.0,984.0,0.0,0.0,Jona Chaellerty,False,E/67/S,67.0,E,S,924.0,1.0,0.0,0.0,1.0,0.0,997.0,6.905753276311464,1,0.0,"(31.0, 35.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0925_01,Mars,False,F/191/P,TRAPPIST-1e,34.0,False,379.0,0.0,1626.0,0.0,0.0,Skix Kraie,False,F/191/P,191.0,F,P,925.0,1.0,0.0,0.0,0.0,0.0,2005.0,7.603897968521881,1,0.0,"(31.0, 35.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0925_02,Mars,True,F/191/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Varkes Kraie,True,F/191/P,191.0,F,P,925.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0925_03,Mars,True,F/191/P,TRAPPIST-1e,41.0,False,0.0,,0.0,0.0,0.0,Almone Kraie,True,F/191/P,191.0,F,P,925.0,3.0,1.0,1.0,0.0,0.0,,,0,0.0,"(35.0, 41.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0926_01,Europa,False,B/39/S,55 Cancri e,30.0,False,0.0,7992.0,0.0,507.0,25.0,Minchib Asticit,True,B/39/S,39.0,B,S,926.0,1.0,1.0,0.0,1.0,0.0,8524.0,9.050758302151715,1,-1.0,"(27.0, 31.0]",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0926_02,Europa,False,B/39/S,TRAPPIST-1e,30.0,False,0.0,760.0,234.0,2761.0,81.0,Alkeson Asticit,False,B/39/S,39.0,B,S,926.0,2.0,0.0,0.0,1.0,0.0,3836.0,8.252446090246952,1,0.0,"(27.0, 31.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0927_01,Earth,False,G/140/S,TRAPPIST-1e,25.0,False,0.0,,699.0,43.0,22.0,Emmax Avisnydes,False,G/140/S,140.0,G,S,927.0,1.0,0.0,0.0,1.0,0.0,,,0,0.0,"(24.0, 27.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0928_01,Earth,True,G/133/P,PSO J318.5-22,31.0,False,0.0,0.0,0.0,0.0,0.0,Elene Ryanglasey,True,G/133/P,133.0,G,P,928.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(27.0, 31.0]",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0930_01,Earth,False,F/192/P,TRAPPIST-1e,38.0,False,646.0,0.0,0.0,135.0,260.0,Arlie Sweett,False,F/192/P,192.0,F,P,930.0,1.0,0.0,0.0,0.0,0.0,1041.0,6.948897222313312,1,0.0,"(35.0, 41.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0930_02,Earth,True,G/134/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Elanie Sweett,True,G/134/P,134.0,G,P,930.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0931_01,Earth,False,F/193/P,TRAPPIST-1e,19.0,False,0.0,,115.0,126.0,491.0,Therie Flynnis,True,F/193/P,193.0,F,P,931.0,1.0,1.0,0.0,0.0,0.0,,,0,-1.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0932_01,Mars,True,Null,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Boats Pette,True,Null/nan/Null,,Null,Null,932.0,1.0,1.0,1.0,,0.0,0.0,0.0,0,0.0,"(27.0, 31.0]",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0933_01,Europa,False,C/35/P,TRAPPIST-1e,30.0,False,14.0,12045.0,0.0,2121.0,0.0,Null,True,C/35/P,35.0,C,P,933.0,1.0,1.0,0.0,0.0,0.0,14180.0,9.559658319461349,1,-1.0,"(27.0, 31.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0933_02,Europa,False,C/35/P,TRAPPIST-1e,29.0,False,0.0,1127.0,0.0,1867.0,1070.0,Astorux Fawnsive,False,C/35/P,35.0,C,P,933.0,2.0,0.0,0.0,0.0,0.0,4064.0,8.310169021981912,1,0.0,"(27.0, 31.0]",0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0935_01,Earth,False,F/194/P,TRAPPIST-1e,36.0,False,0.0,11.0,0.0,18.0,872.0,Terly Rocknight,False,F/194/P,194.0,F,P,935.0,1.0,0.0,0.0,0.0,0.0,901.0,6.804614520062624,1,0.0,"(35.0, 41.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0938_01,Earth,False,F/172/S,TRAPPIST-1e,24.0,False,174.0,0.0,0.0,630.0,0.0,Earlie Solinez,False,F/172/S,172.0,F,S,938.0,1.0,0.0,0.0,1.0,0.0,804.0,6.690842277418564,1,0.0,"(21.0, 24.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0938_02,Earth,False,E/68/S,TRAPPIST-1e,30.0,False,0.0,0.0,871.0,0.0,0.0,Walles Solinez,True,E/68/S,68.0,E,S,938.0,2.0,1.0,0.0,1.0,0.0,871.0,6.77078942390898,1,-1.0,"(27.0, 31.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0938_03,Earth,False,G/143/S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Tiney Solinez,True,G/143/S,143.0,G,S,938.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0,-1.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0939_01,Earth,True,G/135/P,Null,15.0,False,0.0,0.0,0.0,0.0,0.0,Eulah Peter,True,G/135/P,135.0,G,P,939.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0940_01,Earth,False,G/136/P,TRAPPIST-1e,38.0,False,55.0,741.0,0.0,0.0,13.0,Armen Byerton,True,G/136/P,136.0,G,P,940.0,1.0,1.0,0.0,0.0,0.0,809.0,6.697034247666484,1,-1.0,"(35.0, 41.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0941_01,Earth,False,F/195/P,TRAPPIST-1e,13.0,False,0.0,7.0,0.0,1175.0,0.0,Carita Steeletters,False,F/195/P,195.0,F,P,941.0,1.0,0.0,0.0,0.0,0.0,1182.0,7.075808863978387,1,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0942_01,Mars,False,F/196/P,TRAPPIST-1e,18.0,False,594.0,0.0,555.0,0.0,0.0,Triple Vloaf,False,F/196/P,196.0,F,P,942.0,1.0,0.0,0.0,0.0,0.0,1149.0,7.047517221357296,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0944_01,Earth,False,G/137/P,TRAPPIST-1e,16.0,False,891.0,0.0,831.0,0.0,0.0,Hilley Weaverays,False,G/137/P,137.0,G,P,944.0,1.0,0.0,0.0,0.0,0.0,1722.0,7.45182223652793,1,0.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0944_02,Earth,False,G/137/P,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,Terrie Weaverays,False,G/137/P,137.0,G,P,944.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,"(-0.001, 13.0]",1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0946_01,Earth,False,F/198/P,TRAPPIST-1e,19.0,False,72.0,5.0,0.0,342.0,188.0,Verly Emenez,True,F/198/P,198.0,F,P,946.0,1.0,1.0,0.0,0.0,0.0,607.0,6.410174881966167,1,-1.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0947_01,Earth,False,G/138/P,55 Cancri e,26.0,False,0.0,474.0,0.0,0.0,201.0,Lyny Frandriquez,False,G/138/P,138.0,G,P,947.0,1.0,0.0,0.0,0.0,0.0,675.0,6.516193076042964,1,0.0,"(24.0, 27.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0949_01,Earth,True,G/140/P,55 Cancri e,15.0,False,0.0,0.0,0.0,0.0,0.0,Benny Johnsby,True,G/140/P,140.0,G,P,949.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0951_01,Earth,True,G/144/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Done Lunapperts,True,G/144/S,144.0,G,S,951.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(35.0, 41.0]",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0952_01,Mars,False,F/175/S,TRAPPIST-1e,45.0,False,877.0,0.0,1383.0,0.0,0.0,Grios Colle,False,F/175/S,175.0,F,S,952.0,1.0,0.0,0.0,1.0,0.0,2260.0,7.72356247227797,1,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0953_01,Earth,False,F/199/P,PSO J318.5-22,48.0,False,0.0,306.0,3.0,,359.0,Erice Potters,False,F/199/P,199.0,F,P,953.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
0955_01,Earth,True,G/145/S,55 Cancri e,17.0,False,,0.0,0.0,0.0,0.0,Glena Smalloney,False,G/145/S,145.0,G,S,955.0,1.0,0.0,1.0,1.0,0.0,,,0,1.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0956_01,Earth,False,E/70/S,TRAPPIST-1e,28.0,False,0.0,631.0,0.0,5.0,0.0,Jimen Bartez,True,E/70/S,70.0,E,S,956.0,1.0,1.0,0.0,1.0,0.0,636.0,6.456769655572163,1,-1.0,"(27.0, 31.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0957_01,Mars,True,F/201/P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Waffs Hapie,True,F/201/P,201.0,F,P,957.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(35.0, 41.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0960_01,Earth,False,E/72/S,TRAPPIST-1e,19.0,False,3.0,0.0,,0.0,788.0,Lorian Youngrayes,False,E/72/S,72.0,E,S,960.0,1.0,0.0,0.0,1.0,0.0,,,0,0.0,"(18.0, 21.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0961_01,Earth,False,G/141/P,55 Cancri e,14.0,False,0.0,885.0,8.0,0.0,0.0,Gailia Lewinez,True,G/141/P,141.0,G,P,961.0,1.0,1.0,0.0,0.0,0.0,893.0,6.795705775173514,1,-1.0,"(13.0, 18.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0964_01,Europa,True,B/36/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,,Alderak Platch,True,B/36/P,36.0,B,P,964.0,1.0,1.0,1.0,0.0,0.0,,,0,0.0,"(18.0, 21.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0964_02,Europa,True,B/36/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Weidus Platch,True,B/36/P,36.0,B,P,964.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(41.0, 49.0]",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
0965_01,Mars,False,F/178/S,TRAPPIST-1e,19.0,False,631.0,0.0,834.0,304.0,0.0,Wacks Depie,False,F/178/S,178.0,F,S,965.0,1.0,0.0,0.0,1.0,0.0,1769.0,7.478734825567875,1,0.0,"(18.0, 21.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0966_01,Earth,False,F/179/S,TRAPPIST-1e,29.0,False,1377.0,0.0,0.0,167.0,0.0,Duana Fulloydez,False,F/179/S,179.0,F,S,966.0,1.0,0.0,0.0,1.0,0.0,1544.0,7.342779189331845,1,0.0,"(27.0, 31.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0968_01,Earth,False,E/53/P,TRAPPIST-1e,20.0,False,792.0,0.0,0.0,0.0,0.0,Tyrona Figuez,False,E/53/P,53.0,E,P,968.0,1.0,0.0,0.0,0.0,0.0,792.0,6.675823221634848,1,0.0,"(18.0, 21.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0969_01,Mars,True,F/202/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Lar Emone,True,F/202/P,202.0,F,P,969.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(41.0, 49.0]",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0970_01,Earth,True,G/142/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Tamie Blace,True,G/142/P,142.0,G,P,970.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(18.0, 21.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0971_01,Earth,True,G/143/P,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,Null,False,G/143/P,143.0,G,P,971.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,"(49.0, 79.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0972_01,Earth,False,E/54/P,TRAPPIST-1e,21.0,False,0.0,314.0,323.0,1026.0,6.0,Glendy Humphreyes,False,E/54/P,54.0,E,P,972.0,1.0,0.0,0.0,0.0,0.0,1669.0,7.4205789054108,1,0.0,"(18.0, 21.0]",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0975_01,Earth,False,E/56/P,55 Cancri e,32.0,False,58.0,317.0,448.0,3.0,0.0,Allena Hoppernardy,True,E/56/P,56.0,E,P,975.0,1.0,1.0,0.0,0.0,0.0,826.0,6.717804695023691,1,-1.0,"(31.0, 35.0]",0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0976_01,Earth,True,G/146/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,False,G/146/S,146.0,G,S,976.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,"(18.0, 21.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0978_01,Earth,False,F/203/P,TRAPPIST-1e,24.0,False,,32.0,8.0,0.0,0.0,Lesley Coxterez,False,F/203/P,203.0,F,P,978.0,1.0,0.0,0.0,0.0,0.0,,,0,0.0,"(21.0, 24.0]",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0979_01,Europa,False,B/40/S,Null,44.0,False,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,True,B/40/S,40.0,B,S,979.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,-1.0,"(41.0, 49.0]",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0982_01,Earth,True,G/145/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,True,G/145/P,145.0,G,P,982.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,"(49.0, 79.0]",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0982_02,Earth,False,G/145/P,TRAPPIST-1e,51.0,False,,,4.0,0.0,0.0,Joyton Hewson,False,G/145/P,145.0,G,P,982.0,2.0,0.0,0.0,0.0,0.0,,,0,0.0,"(49.0, 79.0]",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
0983_01,Earth,True,G/149/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True,G/149/S,149.0,G,S,983.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,"(31.0, 35.0]",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
